created_at,raw_text,likes_count,reply_count,source,is_spam,clean_text,normalized_text,final_text,text_length,word_count,clean_text_length,clean_word_count
2026-03-22T14:48:21.000Z,stop MBG pak,54,1.0,tiktok,False,stop makan bergizi gratis,stop makan bergizi gratis pak,stop makan bergizi gratis,12.0,3.0,25,4
2026-03-22T14:46:36.000Z,lebih baik pendidikan dan kesehatan gratis .,277,18.0,tiktok,False,baik pendidikan kesehatan gratis .,lebih baik pendidikan dan kesehatan gratis .,baik pendidikan kesehatan gratis .,44.0,7.0,34,5
2026-03-22T23:57:52.000Z,dy sllu meminta pendapat pada pakar2 tp ga prnh mau mendengarkan,38,1.0,tiktok,False,pendapat pakar tidak prnh mendengarkan,dia selalu meminta pendapat pada pakar tapi tidak prnh mau mendengarkan,pendapat pakar tidak prnh mendengarkan,64.0,11.0,38,5
2026-03-23T23:16:42.000Z,saya pendukung nya dulu dengan yakin tapi sekaraang saya malu,5,1.0,tiktok,False,pendukung nya sekaraang malu,saya pendukung nya dulu dengan yakin tapi sekaraang saya malu,pendukung nya sekaraang malu,61.0,10.0,28,4
2026-03-22T14:44:41.000Z,"klo kamu tulus bantu rakyat,, pendidikan gratis,,",163,12.0,tiktok,False,"tulus bantu rakyat,, pendidikan gratis,,","klo kamu tulus bantu rakyat,, pendidikan gratis,,","tulus bantu rakyat,, pendidikan gratis,,",49.0,7.0,40,5
2026-03-23T01:42:15.000Z,stres mikiran pemerintah,6,0.0,tiktok,False,stres mikiran pemerintah,stres mikiran pemerintah,stres mikiran pemerintah,24.0,3.0,24,3
2026-03-23T01:16:08.000Z,bosan..bosan.. pidato nya tidak ada yg nyata,7,0.0,tiktok,False,bosan..bosan.. pidato nya tidak nyata,bosan..bosan.. pidato nya tidak ada yg nyata,bosan..bosan.. pidato nya tidak nyata,44.0,7.0,37,5
2026-03-23T05:24:15.000Z,"yg perlu yg tepat saja, anak sy tdk butuh 🙏",5,6.0,tiktok,False,"saja, anak tdk butuh","yg perlu yg tepat saja, anak saya tdk butuh","saja, anak tdk butuh",43.0,10.0,20,4
2026-03-23T00:10:14.000Z,"Kalo tujuan nya emang untuk program stunting, MBG harus punya standar pak.. minimal menu MBG seluruh indonesia di standarisasi sehari itu wajib harus ada telur+ susu.",8,0.0,tiktok,False,"tujuan nya program stunting, makan bergizi gratis standar pak.. minimal menu makan bergizi gratis indonesia standarisasi sehari wajib telur+ susu.","kalau tujuan nya memang untuk program stunting, makan bergizi gratis harus punya standar pak.. minimal menu makan bergizi gratis seluruh indonesia di standarisasi sehari itu wajib harus ada telur+ susu.","tujuan nya program stunting, makan bergizi gratis standar pak.. minimal menu makan bergizi gratis indonesia standarisasi sehari wajib telur+ susu.",166.0,26.0,146,20
2026-03-23T04:47:30.000Z,"cukup 1 periode pak, jangan berharap 2029 menang lagi",9,1.0,tiktok,False,"periode pak, jangan berharap menang","cukup periode pak, jangan berharap menang lagi","periode pak, jangan berharap menang",53.0,9.0,35,5
2026-03-23T05:28:05.000Z,cukup satu periode saja,6,0.0,tiktok,False,periode,cukup satu periode saja,periode,23.0,4.0,7,1
2026-03-22T13:35:22.000Z,"tata kelola MBG tlg.di perbaiki pak, klo.keuangan negara lagi sulit, lebih selektiflah MBG..kasih ke yg paling membutuhkan.",21,0.0,tiktok,False,"tata kelola makan bergizi gratis tolong.di perbaiki pak, kalau.keuangan negara sulit, selektiflah mbg..kasih membutuhkan.","tata kelola makan bergizi gratis tolong.di perbaiki pak, kalau.keuangan negara lagi sulit, lebih selektiflah mbg..kasih ke yg paling membutuhkan.","tata kelola makan bergizi gratis tolong.di perbaiki pak, kalau.keuangan negara sulit, selektiflah mbg..kasih membutuhkan.",123.0,17.0,121,14
2026-03-22T16:32:10.000Z,Kiaamat pun keknya mbg tetap jalan krn itu proyek,28,1.0,tiktok,False,kiaamat makan bergizi gratis jalan proyek,kiaamat pun sepertinya makan bergizi gratis tetap jalan karena itu proyek,kiaamat makan bergizi gratis jalan proyek,49.0,9.0,41,6
2026-03-23T12:23:47.000Z,"Apa bapak yakin, klw MBG bukan korupsi yg terstruktur?",90,4.0,tiktok,False,"yakin, makan bergizi gratis bukan korupsi terstruktur?","apa bapak yakin, kalau makan bergizi gratis bukan korupsi yg terstruktur?","yakin, makan bergizi gratis bukan korupsi terstruktur?",54.0,9.0,54,7
2026-03-24T00:52:47.000Z,"pdahal sudah bnyak masyarakat yg protes, tpi ga di denger",6,0.0,tiktok,False,"pdahal bnyak masyarakat protes, tpi tidak denger","pdahal sudah bnyak masyarakat yg protes, tpi tidak di denger","pdahal bnyak masyarakat protes, tpi tidak denger",57.0,10.0,48,7
2026-03-23T00:30:45.000Z,cukup satu periode,23,1.0,tiktok,False,periode,cukup satu periode,periode,18.0,3.0,7,1
2026-03-23T00:56:24.000Z,"kalo tujuannya untuk memenuhi gizi,kenapa gak di pilih aja yg membutuhkan gizi aja biar tepat hemat juga anggaran nya",40,4.0,tiktok,False,"tujuannya memenuhi gizi,kenapa tidak pilih membutuhkan gizi biar hemat anggaran nya","kalau tujuannya untuk memenuhi gizi,kenapa tidak di pilih aja yg membutuhkan gizi aja biar tepat hemat juga anggaran nya","tujuannya memenuhi gizi,kenapa tidak pilih membutuhkan gizi biar hemat anggaran nya",117.0,19.0,83,11
2026-03-22T23:30:21.000Z,makan mulu pikiran sampean pak,17,0.0,tiktok,False,makan mulu pikiran sampean,makan mulu pikiran sampean pak,makan mulu pikiran sampean,30.0,5.0,26,4
2026-03-22T22:41:59.000Z,anda pikir di mbg bersih tanpa ada korupsi?tolong dicek lagi ya pak,23,0.0,tiktok,False,pikir makan bergizi gratis bersih korupsi?tolong dicek iya,anda pikir di makan bergizi gratis bersih tanpa ada korupsi?tolong dicek lagi iya pak,pikir makan bergizi gratis bersih korupsi?tolong dicek iya,67.0,12.0,58,8
2026-03-22T22:53:12.000Z,mungkin beliau malu kalo program nya gagal,14,0.0,tiktok,False,mungkin beliau malu program nya gagal,mungkin beliau malu kalau program nya gagal,mungkin beliau malu program nya gagal,42.0,7.0,37,6
2026-03-22T14:54:52.000Z,bapak masih engak sadar pak,9,0.0,tiktok,False,engak sadar,bapak masih engak sadar pak,engak sadar,27.0,5.0,11,2
2026-03-22T22:37:50.000Z,dia gak sadar juga,55,1.0,tiktok,False,tidak sadar,dia tidak sadar juga,tidak sadar,18.0,4.0,11,2
2026-03-23T09:53:02.000Z,"yang berbahaya adalah ketika seseorang salah tetapi dia merasa benar, itu sangat berbahaya 😢😢",9,0.0,tiktok,False,"berbahaya salah benar, berbahaya","yang berbahaya adalah ketika seseorang salah tetapi dia merasa benar, itu sangat berbahaya","berbahaya salah benar, berbahaya",93.0,14.0,32,4
2026-03-23T02:15:13.000Z,presiden yg gk mau d kritik,28,1.0,tiktok,False,presiden gk d kritik,presiden yg gk mau d kritik,presiden gk d kritik,27.0,6.0,20,4
2026-03-22T19:50:36.000Z,se gemoy bukan bertahan tapi Dia sangat Malu kalau MBG berhenti. walaupun dia tahu program ini GAGAL Total.,38,5.0,tiktok,False,gemoy bukan bertahan malu makan bergizi gratis berhenti. program gagal total.,se gemoy bukan bertahan tapi dia sangat malu kalau makan bergizi gratis berhenti. walaupun dia tahu program ini gagal total.,gemoy bukan bertahan malu makan bergizi gratis berhenti. program gagal total.,107.0,18.0,77,11
2026-03-22T14:53:14.000Z,"jadi pertanyaan serius, knp sbgtunya Bapak mempertahankan MBG ??",715,117.0,tiktok,False,"serius, sbgtunya mempertahankan makan bergizi gratis ??","jadi pertanyaan serius, kenapa sbgtunya bapak mempertahankan makan bergizi gratis ??","serius, sbgtunya mempertahankan makan bergizi gratis ??",64.0,9.0,55,7
2026-03-22T13:44:13.000Z,MBG khusus daerah 3T aja pak.. mgkn lbh membutuhkan,598,45.0,tiktok,False,makan bergizi gratis khusus daerah t pak.. mgkn membutuhkan,makan bergizi gratis khusus daerah t aja pak.. mgkn lebih membutuhkan,makan bergizi gratis khusus daerah t pak.. mgkn membutuhkan,51.0,9.0,59,9
2026-03-22T13:57:12.000Z,Lanjut 2 priode,7,7.0,tiktok,False,priode,lanjut priode,priode,15.0,3.0,6,1
2026-03-23T10:47:45.000Z,emang di MBG g ada korupsi ?,41,6.0,tiktok,False,makan bergizi gratis tidak korupsi ?,memang di makan bergizi gratis tidak ada korupsi ?,makan bergizi gratis tidak korupsi ?,28.0,7.0,36,6
2026-03-22T14:37:12.000Z,Ya Allah Pak tolong hentikan MBG🙏🏽,54,5.0,tiktok,False,iya allah tolong hentikan makan bergizi gratis,iya allah pak tolong hentikan makan bergizi gratis,iya allah tolong hentikan makan bergizi gratis,34.0,6.0,46,7
2026-03-22T14:07:37.000Z,"program bapak sudah bagus, tapi pengelola nya yang bikin ulah, dan tidak amanah",68,6.0,tiktok,False,"program bagus, pengelola nya bikin ulah, tidak amanah","program bapak sudah bagus, tapi pengelola nya yang bikin ulah, dan tidak amanah","program bagus, pengelola nya bikin ulah, tidak amanah",79.0,13.0,53,8
2026-03-22T15:19:51.000Z,Urgensi nya apa sih MBG diteruskan?,6,0.0,tiktok,False,urgensi nya makan bergizi gratis diteruskan?,urgensi nya apa sih makan bergizi gratis diteruskan?,urgensi nya makan bergizi gratis diteruskan?,35.0,6.0,44,6
2026-03-22T21:56:51.000Z,"saya lebih suka mbg, soal nya anak saya kebagian,, klo BLT seumur2 ga pernah dapet😁",167,63.0,tiktok,False,"suka makan bergizi gratis, nya anak kebagian,, blt seumur tidak dapet","saya lebih suka makan bergizi gratis, soal nya anak saya kebagian,, klo blt seumur tidak pernah dapet","suka makan bergizi gratis, nya anak kebagian,, blt seumur tidak dapet",83.0,15.0,69,11
2026-03-22T13:49:47.000Z,"Sedangkan disisi lain , saya guru gaji 600 per bulan dan keluar 3 bulan sekali.. miris melihat ini 😢 sekarang sambil jualan aja semoga rezeki dr arah mana saja🙌",463,37.0,tiktok,False,"disisi , guru gaji sekali.. miris jualan semoga rezeki arah","sedangkan disisi lain , saya guru gaji per bulan dan keluar bulan sekali.. miris melihat ini sekarang sambil jualan aja semoga rezeki dari arah mana saja","disisi , guru gaji sekali.. miris jualan semoga rezeki arah",160.0,29.0,59,10
2026-03-22T21:00:29.000Z,"ya trus gmn,wacana sekolah daring krn demi hemat bbm,tapi kita kudu dtg ke sekolah dgn cara ngesot gtu utk jemput MBG??",139,54.0,tiktok,False,"iya trus gmn,wacana sekolah daring hemat bbm,tapi kudu dtg sekolah ngesot gtu jemput makan bergizi gratis","iya trus gmn,wacana sekolah daring karena demi hemat bbm,tapi kita kudu dtg ke sekolah dengan cara ngesot gtu untuk jemput makan bergizi gratis","iya trus gmn,wacana sekolah daring hemat bbm,tapi kudu dtg sekolah ngesot gtu jemput makan bergizi gratis",119.0,21.0,105,16
2026-03-22T15:08:16.000Z,lah mbg emang ga dikorupsi pak? oh gitu.,12,3.0,tiktok,False,makan bergizi gratis tidak dikorupsi pak? oh begitu.,lah makan bergizi gratis memang tidak dikorupsi pak? oh begitu.,makan bergizi gratis tidak dikorupsi pak? oh begitu.,40.0,8.0,52,8
2026-03-23T03:16:14.000Z,emang yakin MBG bersih?,7,2.0,tiktok,False,makan bergizi gratis bersih?,memang yakin makan bergizi gratis bersih?,makan bergizi gratis bersih?,23.0,4.0,28,4
2026-03-24T06:41:40.000Z,"Daripada MBG mending buat pendidikan SD - SMA gratis pak, kalau masih ada anggaran kuliah juga digratiskan",2,0.0,tiktok,False,"makan bergizi gratis mending pendidikan sd - sma gratis pak, anggaran kuliah digratiskan","daripada makan bergizi gratis mending buat pendidikan sd - sma gratis pak, kalau masih ada anggaran kuliah juga digratiskan","makan bergizi gratis mending pendidikan sd - sma gratis pak, anggaran kuliah digratiskan",106.0,17.0,88,13
2026-03-22T14:37:58.000Z,sekolah online mbg ttp offline 🙂,26,,tiktok,False,sekolah online makan bergizi gratis ttp offline,sekolah online makan bergizi gratis ttp offline,sekolah online makan bergizi gratis ttp offline,32.0,6.0,47,7
2026-03-23T04:14:04.000Z,kpn mulai dring,0,,tiktok,False,kpn dring,kpn mulai dring,kpn dring,15.0,3.0,9,2
2026-03-23T06:24:54.000Z,"blm tau kak april katanya , tunggu aja gebrakan lucu² pemerintah skrng . 🙂",0,,tiktok,False,"tau kak april , tunggu gebrakan lucu² pemerintah skrng .","blm tau kak april katanya , tunggu aja gebrakan lucu² pemerintah skrng .","tau kak april , tunggu gebrakan lucu² pemerintah skrng .",74.0,14.0,56,10
2026-03-22T14:48:12.000Z,trua mbg harus d ambil ke sekolah kah?,4,,tiktok,False,trua makan bergizi gratis d ambil sekolah kah?,trua makan bergizi gratis harus d ambil ke sekolah kah?,trua makan bergizi gratis d ambil sekolah kah?,38.0,8.0,46,8
2026-03-22T16:04:32.000Z,sedangkan mbg lebih menguras BBM krena kerja seminggu full 😌,8,,tiktok,False,makan bergizi gratis menguras bahan bakar minyak krena kerja seminggu full,sedangkan makan bergizi gratis lebih menguras bahan bakar minyak krena kerja seminggu full,makan bergizi gratis menguras bahan bakar minyak krena kerja seminggu full,60.0,10.0,74,11
2026-03-22T18:39:29.000Z,"kalau MBG berhenti,trus pak prabowo kerja apa, yg diomongin apa,, selama ini yg dia bahas dan tau cuma MBG",3,,tiktok,False,"makan bergizi gratis berhenti,trus prabowo kerja apa, diomongin apa,, bahas tau makan bergizi gratis","kalau makan bergizi gratis berhenti,trus pak prabowo kerja apa, yg diomongin apa,, selama ini yg dia bahas dan tau cuma makan bergizi gratis","makan bergizi gratis berhenti,trus prabowo kerja apa, diomongin apa,, bahas tau makan bergizi gratis",106.0,19.0,100,14
2026-03-22T14:42:13.000Z,MBG PROYEKNYA JOKOWI JOINT PRABOWO,1,,tiktok,False,makan bergizi gratis proyeknya jokowi joint prabowo,makan bergizi gratis proyeknya jokowi joint prabowo,makan bergizi gratis proyeknya jokowi joint prabowo,34.0,5.0,51,7
2026-03-22T17:24:24.000Z,jangan sok tau kau pak Prabowo sendiri yg bikin ide itu karna melihat krisis pangan.,1,,tiktok,False,jangan sok tau kau prabowo bikin ide krisis pangan.,jangan sok tau kau pak prabowo sendiri yg bikin ide itu karena melihat krisis pangan.,jangan sok tau kau prabowo bikin ide krisis pangan.,84.0,15.0,51,9
2026-03-22T14:30:10.000Z,haha bener lagi😁,1,,tiktok,False,haha bener,haha bener lagi,haha bener,16.0,3.0,10,2
2026-03-22T21:41:30.000Z,jangan kerqs keras bang malu sama warga 58%,0,,tiktok,False,jangan kerqs keras bang malu warga %,jangan kerqs keras bang malu sama warga %,jangan kerqs keras bang malu warga %,43.0,8.0,36,7
2026-03-22T17:22:34.000Z,Cuci dulu otak nya biar tidak sangka buruk terus 🤣,0,,tiktok,False,cuci otak nya biar tidak sangka buruk 🤣,cuci dulu otak nya biar tidak sangka buruk terus 🤣,cuci otak nya biar tidak sangka buruk 🤣,50.0,10.0,39,8
2026-03-22T16:44:06.000Z,"kelak kau akan paham jika perang berlanjut, kau akan setiap hari ke dapur tersebut untuk meminta makan..jika SDM tinggi pasti paham semua program beliau arahnya kemana..mau itu swasembada pangan,energi, MBG bahkan perekrutan TNI besar2an itu semua untuk mengatasi keadaan apabila sudah krisis,,di negara kepulauan jika sudah Perang sangat sulit memantaunya..tapi jika di tiap desa ada dapur, kau tidak akan kelaparan..belajar lagi ya dek.",0,,tiktok,False,"kelak kau paham perang berlanjut, kau dapur makan..jika sdm paham program beliau arahnya kemana..mau swasembada pangan,energi, makan bergizi gratis perekrutan tni an mengatasi krisis,,di negara kepulauan perang sulit memantaunya..tapi desa dapur, kau tidak kelaparan..belajar iya dek.","kelak kau akan paham jika perang berlanjut, kau akan setiap hari ke dapur tersebut untuk meminta makan..jika sdm tinggi pasti paham semua program beliau arahnya kemana..mau itu swasembada pangan,energi, makan bergizi gratis bahkan perekrutan tni besar an itu semua untuk mengatasi keadaan apabila sudah krisis,,di negara kepulauan jika sudah perang sangat sulit memantaunya..tapi jika di tiap desa ada dapur, kau tidak akan kelaparan..belajar lagi iya dek.","kelak kau paham perang berlanjut, kau dapur makan..jika sdm paham program beliau arahnya kemana..mau swasembada pangan,energi, makan bergizi gratis perekrutan tni an mengatasi krisis,,di negara kepulauan perang sulit memantaunya..tapi desa dapur, kau tidak kelaparan..belajar iya dek.",438.0,63.0,284,36
2026-03-22T14:51:59.000Z,"yakin lu punya buktikah atau omon"" aje",1,,tiktok,False,"lu buktikah omon"" aje","yakin lu punya buktikah atau omon"" aje","lu buktikah omon"" aje",38.0,7.0,21,4
2026-03-22T15:44:49.000Z,"bisa jadi kekeh bangt mbg,lihat 2029 iya buat kampanye capres🤣",1,,tiktok,False,"kekeh bangt mbg,lihat iya kampanye capres🤣","bisa jadi kekeh bangt mbg,lihat iya buat kampanye capres🤣","kekeh bangt mbg,lihat iya kampanye capres🤣",62.0,10.0,42,6
2026-03-23T03:45:20.000Z,CUAN PERHARI ITU MANA BISA DI STOP 😅😅,1,,tiktok,False,cuan perhari stop,cuan perhari itu mana bisa di stop,cuan perhari stop,37.0,8.0,17,3
2026-03-24T05:59:57.000Z,"ya Allah kak,di kampung² malah pada bersyukur banget dengan adanya MBG,gak semua orangtua mampu
untuk memberi makan yang lengkap,",0,,tiktok,False,"iya allah kak,di kampung² bersyukur mbg,gak orangtua makan lengkap,","iya allah kak,di kampung² malah pada bersyukur banget dengan adanya mbg,gak semua orangtua mampu untuk memberi makan yang lengkap,","iya allah kak,di kampung² bersyukur mbg,gak orangtua makan lengkap,",129.0,19.0,67,9
2026-03-24T06:14:53.000Z,lebih butuh dibikin pinter supaya masa depan lebih cerah atau dikasi makan sebentar abis itu jd tai?,0,,tiktok,False,butuh dibikin pinter cerah dikasi makan sebentar abis jd tai?,lebih butuh dibikin pinter supaya masa depan lebih cerah atau dikasi makan sebentar abis itu jd tai?,butuh dibikin pinter cerah dikasi makan sebentar abis jd tai?,100.0,17.0,61,10
2026-03-24T06:00:53.000Z,"Masalahnya mayoritas kampung belum dapat MBG, malah di kota yang sudah berkecukupan yang selalu dapat MBg",0,,tiktok,False,"mayoritas kampung makan bergizi gratis, kota berkecukupan makan bergizi gratis","masalahnya mayoritas kampung belum dapat makan bergizi gratis, malah di kota yang sudah berkecukupan yang selalu dapat makan bergizi gratis","mayoritas kampung makan bergizi gratis, kota berkecukupan makan bergizi gratis",105.0,16.0,78,10
2026-03-23T04:34:33.000Z,"tidak semua, disini Alhamdulillah aman,",11,,tiktok,False,"tidak semua, alhamdulillah aman,","tidak semua, disini alhamdulillah aman,","tidak semua, alhamdulillah aman,",39.0,5.0,32,4
2026-03-23T11:49:07.000Z,iyaa pas di tempat anda aja..tapi rata2 semua sangat kurang..,1,,tiktok,False,iyaa pas aja..tapi kurang..,iyaa pas di tempat anda aja..tapi rata semua sangat kurang..,iyaa pas aja..tapi kurang..,61.0,10.0,27,4
2026-03-23T09:24:17.000Z,"memang tidak semua, tapi hampir 75% kacau🙏",9,,tiktok,False,"tidak semua, % kacau","memang tidak semua, tapi hampir % kacau","tidak semua, % kacau",42.0,7.0,20,4
2026-03-23T02:06:50.000Z,mana ada anggaran 350 Triliun untuk makan makan aja gak masuk akal,9,,tiktok,False,anggaran triliun makan makan tidak masuk akal,mana ada anggaran triliun untuk makan makan aja tidak masuk akal,anggaran triliun makan makan tidak masuk akal,66.0,12.0,45,7
2026-03-23T04:38:40.000Z,"betul, apalagi negara ini hutangnya sangat besar. pemimpin yg berpikir konyol.",4,,tiktok,False,"betul, negara hutangnya besar. pemimpin berpikir konyol.","betul, apalagi negara ini hutangnya sangat besar. pemimpin yg berpikir konyol.","betul, negara hutangnya besar. pemimpin berpikir konyol.",78.0,11.0,56,7
2026-03-23T02:13:06.000Z,"sy g membhas anggaran ny yg sy bhas adalah program beliau dan pelaksanaan di lapangan yg jauh dari kata makan bergizi,itu yg bnyak di sorot oleh para aktivis,ibu ibu dn pengamat gizi di indonesia.",5,,tiktok,False,"tidak membhas anggaran ny bhas program beliau pelaksanaan lapangan makan bergizi,itu bnyak sorot aktivis,ibu dn pengamat gizi indonesia.","saya tidak membhas anggaran ny yg saya bhas adalah program beliau dan pelaksanaan di lapangan yg jauh dari kata makan bergizi,itu yg bnyak di sorot oleh para aktivis,ibu ibu dn pengamat gizi di indonesia.","tidak membhas anggaran ny bhas program beliau pelaksanaan lapangan makan bergizi,itu bnyak sorot aktivis,ibu dn pengamat gizi indonesia.",196.0,34.0,136,18
2026-03-23T02:14:28.000Z,Anggaran juga bermasalah banyak anggaran dipotong untuk MBG,0,,tiktok,False,anggaran bermasalah anggaran dipotong makan bergizi gratis,anggaran juga bermasalah banyak anggaran dipotong untuk makan bergizi gratis,anggaran bermasalah anggaran dipotong makan bergizi gratis,59.0,8.0,58,7
2026-03-23T02:45:01.000Z,YA BERHUBUNGAN SM ANGGARAN DONGG JGN PANGKAS ANGGARAN YG LAIN GR2 MBG..INTINYA,1,,tiktok,False,iya berhubungan anggaran dongg jangan pangkas anggaran gr mbg..intinya,iya berhubungan sama anggaran dongg jangan pangkas anggaran yg lain gr mbg..intinya,iya berhubungan anggaran dongg jangan pangkas anggaran gr mbg..intinya,78.0,12.0,70,9
2026-03-23T02:55:45.000Z,"anda seprtiny terkena hoaks y,tiap anggaran sudah memiliki post ny masing masing,terjdiny efisiensi anggaran bukan utk program MBG ny.,TPI mengingat meningkat ny krisis global yg berdampak pada ekonomi indonesia.dn beliau tidak ingin program MBG itu di hentikan agar anak kecil dri kalangan ekonomi bawah bisa menikmati MBG.dn jujur itu sangat membantu ibu ibu yg memang ekonominya tidak sebaik ibu.",0,,tiktok,False,"seprtiny terkena hoaks y,tiap anggaran memiliki post ny masing,terjdiny efisiensi anggaran bukan program makan bergizi gratis ny.,tpi meningkat ny krisis global berdampak ekonomi indonesia.dn beliau tidak program makan bergizi gratis hentikan anak kalangan ekonomi menikmati mbg.dn jujur membantu ekonominya tidak ibu.","anda seprtiny terkena hoaks y,tiap anggaran sudah memiliki post ny masing masing,terjdiny efisiensi anggaran bukan untuk program makan bergizi gratis ny.,tpi mengingat meningkat ny krisis global yg berdampak pada ekonomi indonesia.dn beliau tidak ingin program makan bergizi gratis itu di hentikan agar anak kecil dari kalangan ekonomi bawah bisa menikmati mbg.dn jujur itu sangat membantu ibu ibu yg memang ekonominya tidak sebaik ibu.","seprtiny terkena hoaks y,tiap anggaran memiliki post ny masing,terjdiny efisiensi anggaran bukan program makan bergizi gratis ny.,tpi meningkat ny krisis global berdampak ekonomi indonesia.dn beliau tidak program makan bergizi gratis hentikan anak kalangan ekonomi menikmati mbg.dn jujur membantu ekonominya tidak ibu.",399.0,59.0,318,41
2026-03-23T13:55:55.000Z,perlu di kasi paham kali ni orang 😂,0,,tiktok,False,kasi paham kali ni orang,perlu di kasi paham kali ni orang,kasi paham kali ni orang,35.0,8.0,24,5
2026-03-23T02:30:27.000Z,memberi peluang korupsi,12,,tiktok,False,peluang korupsi,memberi peluang korupsi,peluang korupsi,23.0,3.0,15,2
2026-03-23T02:33:28.000Z,"yap,,bener sekali,program ny bagus namun sarat berkembang biak ny jamur korupsi terbuka luas,dan itu seharusnya mnjdi pr buat pemerintah utk mngaudit tiap dapur MBG di tiap daerah.",13,,tiktok,False,"yap,,bener sekali,program ny bagus sarat berkembang biak ny jamur korupsi terbuka luas,dan mnjdi pr pemerintah mngaudit dapur makan bergizi gratis daerah.","yap,,bener sekali,program ny bagus namun sarat berkembang biak ny jamur korupsi terbuka luas,dan itu seharusnya mnjdi pr buat pemerintah untuk mngaudit tiap dapur makan bergizi gratis di tiap daerah.","yap,,bener sekali,program ny bagus sarat berkembang biak ny jamur korupsi terbuka luas,dan mnjdi pr pemerintah mngaudit dapur makan bergizi gratis daerah.",180.0,27.0,154,21
2026-03-22T14:55:33.000Z,"masyarakat mana yg mau menghentikan MBG, kalo masyarakat 16/24% yg ngomong gtu bisa jadi 😏😏",39,,tiktok,False,"masyarakat menghentikan makan bergizi gratis, masyarakat / % ngomong gtu","masyarakat mana yg mau menghentikan makan bergizi gratis, kalau masyarakat / % yg ngomong gtu bisa jadi","masyarakat menghentikan makan bergizi gratis, masyarakat / % ngomong gtu",91.0,15.0,72,10
