created_at,raw_text,likes_count,reply_count,source,is_spam,clean_text,normalized_text,final_text,text_length,word_count,clean_text_length,clean_word_count
2026-03-22T14:53:14.000Z,"jadi pertanyaan serius, knp sbgtunya Bapak mempertahankan MBG ??",969,158.0,tiktok,False,"serius, sbgtunya mempertahankan makan bergizi gratis ??","jadi pertanyaan serius, kenapa sbgtunya bapak mempertahankan makan bergizi gratis ??","serius, sbgtunya mempertahankan makan bergizi gratis ??",64.0,9.0,55,7
2026-03-22T21:56:51.000Z,"saya lebih suka mbg, soal nya anak saya kebagian,, klo BLT seumur2 ga pernah dapet😁",201,65.0,tiktok,False,"suka makan bergizi gratis, nya anak kebagian,, blt seumur tidak dapet","saya lebih suka makan bergizi gratis, soal nya anak saya kebagian,, klo blt seumur tidak pernah dapet","suka makan bergizi gratis, nya anak kebagian,, blt seumur tidak dapet",83.0,15.0,69,11
2026-03-22T21:00:29.000Z,"ya trus gmn,wacana sekolah daring krn demi hemat bbm,tapi kita kudu dtg ke sekolah dgn cara ngesot gtu utk jemput MBG??",164,54.0,tiktok,False,"iya trus gmn,wacana sekolah daring hemat bbm,tapi kudu dtg sekolah ngesot gtu jemput makan bergizi gratis","iya trus gmn,wacana sekolah daring karena demi hemat bbm,tapi kita kudu dtg ke sekolah dengan cara ngesot gtu untuk jemput makan bergizi gratis","iya trus gmn,wacana sekolah daring hemat bbm,tapi kudu dtg sekolah ngesot gtu jemput makan bergizi gratis",119.0,21.0,105,16
2026-03-22T13:49:47.000Z,"Sedangkan disisi lain , saya guru gaji 600 per bulan dan keluar 3 bulan sekali.. miris melihat ini 😢 sekarang sambil jualan aja semoga rezeki dr arah mana saja🙌",503,37.0,tiktok,False,"disisi , guru gaji sekali.. miris jualan semoga rezeki arah","sedangkan disisi lain , saya guru gaji per bulan dan keluar bulan sekali.. miris melihat ini sekarang sambil jualan aja semoga rezeki dari arah mana saja","disisi , guru gaji sekali.. miris jualan semoga rezeki arah",160.0,29.0,59,10
2026-03-22T19:50:36.000Z,se gemoy bukan bertahan tapi Dia sangat Malu kalau MBG berhenti. walaupun dia tahu program ini GAGAL Total.,49,7.0,tiktok,False,gemoy bukan bertahan malu makan bergizi gratis berhenti. program gagal total.,se gemoy bukan bertahan tapi dia sangat malu kalau makan bergizi gratis berhenti. walaupun dia tahu program ini gagal total.,gemoy bukan bertahan malu makan bergizi gratis berhenti. program gagal total.,107.0,18.0,77,11
2026-03-22T14:36:01.000Z,Progam korupsi nya wowo itu,6,,tiktok,False,progam korupsi nya wowo,progam korupsi nya wowo itu,progam korupsi nya wowo,27.0,5.0,23,4
2026-03-22T19:13:39.000Z,"ape pun programnya semua tergantung dr orang orangnya pasti ada yg cari selah buat korupsi, program ini buat anak anak semoga ke depannya smakin maju dan semakin ananah sppg kedepannya",0,,tiktok,False,"ape programnya tergantung orang orangnya cari selah korupsi, program anak anak semoga depannya smakin maju ananah sppg kedepannya","ape pun programnya semua tergantung dari orang orangnya pasti ada yg cari selah buat korupsi, program ini buat anak anak semoga ke depannya smakin maju dan semakin ananah sppg kedepannya","ape programnya tergantung orang orangnya cari selah korupsi, program anak anak semoga depannya smakin maju ananah sppg kedepannya",184.0,30.0,129,18
2026-03-22T13:52:23.000Z,udah lu maen fb ajah lol,0,,tiktok,False,udah lu maen fb ajah lol,udah lu maen fb ajah lol,udah lu maen fb ajah lol,24.0,6.0,24,6
2026-03-22T13:50:01.000Z,egois dari mana bego,0,,tiktok,False,egois bego,egois dari mana bego,egois bego,20.0,4.0,10,2
2026-03-23T10:31:54.000Z,otoriternya mulai terlihat,0,,tiktok,False,otoriternya,otoriternya mulai terlihat,otoriternya,26.0,3.0,11,1
2026-03-22T23:21:01.000Z,lanjutkan pak jgn di hentikan,0,,tiktok,False,lanjutkan jangan hentikan,lanjutkan pak jangan di hentikan,lanjutkan jangan hentikan,29.0,5.0,25,3
2026-03-23T02:08:24.000Z,bagi bagi hasil,8,,tiktok,False,hasil,bagi bagi hasil,hasil,15.0,3.0,5,1
2026-03-23T02:25:14.000Z,nah itu dia..apa kah gk paham ya?!,3,,tiktok,False,dia..apa kah gk paham iya,nah itu dia..apa kah gk paham iya,dia..apa kah gk paham iya,34.0,7.0,25,5
2026-03-23T01:38:50.000Z,Botak lapor ke big bos asal bapak senang harusnya sidak dadakan sendiri,1,,tiktok,False,botak lapor big bos senang sidak dadakan,botak lapor ke big bos asal bapak senang harusnya sidak dadakan sendiri,botak lapor big bos senang sidak dadakan,71.0,12.0,40,7
2026-03-23T01:05:33.000Z,Mungkin krn tau..,1,,tiktok,False,mungkin tau..,mungkin karena tau..,mungkin tau..,17.0,3.0,13,2
2026-03-25T15:22:06.000Z,Padahal itu isinya korupsi semua,0,,tiktok,False,isinya korupsi,padahal itu isinya korupsi semua,isinya korupsi,32.0,5.0,14,2
2026-03-23T01:10:36.000Z,lah ini kok gak ada yg ketangkap di program nya MBG,1,,tiktok,False,tidak ketangkap program nya makan bergizi gratis,lah ini kok tidak ada yg ketangkap di program nya makan bergizi gratis,tidak ketangkap program nya makan bergizi gratis,51.0,11.0,48,7
2026-03-23T01:20:07.000Z,sdh ada yg ketangkep. liat yasika aulia,0,,tiktok,False,ketangkep. liat yasika aulia,sudah ada yg ketangkep. liat yasika aulia,ketangkep. liat yasika aulia,39.0,7.0,28,4
2026-03-23T01:14:58.000Z,yg bermain dapur mbg parcok dan nu kiri,0,,tiktok,False,bermain dapur makan bergizi gratis parcok nu kiri,yg bermain dapur makan bergizi gratis parcok dan nu kiri,bermain dapur makan bergizi gratis parcok nu kiri,39.0,8.0,49,8
2026-03-23T03:45:49.000Z,"btl bang.klo gk krn beliau,kt gk tau,t'nyta beras kt oplosan,bensin oplosan,emas batangan oplosan,PLN,pertamina dll mega korupsi kebongkar smw di jaman ini! syg rkyt lain bnyk yg blm sdr,dg perjuangan beliau!",0,,tiktok,False,"btl bang.klo gk beliau,kt gk tau,t'nyta beras kt oplosan,bensin oplosan,emas batangan oplosan,pln,pertamina mega korupsi kebongkar smw jaman ini! syg rkyt bnyk sdr,dg perjuangan beliau!","btl bang.klo gk karena beliau,kt gk tau,t'nyta beras kt oplosan,bensin oplosan,emas batangan oplosan,pln,pertamina dll mega korupsi kebongkar smw di jaman ini! syg rkyt lain bnyk yg blm sdr,dg perjuangan beliau!","btl bang.klo gk beliau,kt gk tau,t'nyta beras kt oplosan,bensin oplosan,emas batangan oplosan,pln,pertamina mega korupsi kebongkar smw jaman ini! syg rkyt bnyk sdr,dg perjuangan beliau!",208.0,30.0,185,24
2026-03-23T02:08:12.000Z,yang mana? itu perkiraan kerugian buka yang dikorupsi kocak 😂,0,,tiktok,False,mana? perkiraan kerugian buka dikorupsi kocak,yang mana? itu perkiraan kerugian buka yang dikorupsi kocak,mana? perkiraan kerugian buka dikorupsi kocak,61.0,10.0,45,6
2026-03-25T06:23:40.000Z,"justru menurut saya, program MBG adalah ladang basah bagi para koruptor.. yg dilapor apa, yg sampai ke penerima apa..
yg dilapor rendang sapi, yg diterima target tahu rebus..",0,,tiktok,False,"saya, program makan bergizi gratis ladang basah koruptor.. dilapor apa, penerima apa.. dilapor rendang sapi, diterima target rebus..","justru menurut saya, program makan bergizi gratis adalah ladang basah bagi para koruptor.. yg dilapor apa, yg sampai ke penerima apa.. yg dilapor rendang sapi, yg diterima target tahu rebus..","saya, program makan bergizi gratis ladang basah koruptor.. dilapor apa, penerima apa.. dilapor rendang sapi, diterima target rebus..",174.0,28.0,132,18
2026-03-24T12:28:48.000Z,justru mbg kadang korupsi dan kkn 😭,0,,tiktok,False,makan bergizi gratis kadang korupsi kkn,justru makan bergizi gratis kadang korupsi dan kkn,makan bergizi gratis kadang korupsi kkn,35.0,7.0,39,6
2026-03-22T13:42:53.000Z,"kocak lu, yg namanya program ya yg dimulai dari anak"" agar bisa tumbuh sehat dulu, terkadang org lebih memikirkan program apa yg pribadi inginkan, tanpa melihat pondasinya",100,,tiktok,False,"kocak lu, namanya program iya anak"" tumbuh sehat dulu, terkadang org memikirkan program pribadi inginkan, pondasinya","kocak lu, yg namanya program iya yg dimulai dari anak"" agar bisa tumbuh sehat dulu, terkadang org lebih memikirkan program apa yg pribadi inginkan, tanpa melihat pondasinya","kocak lu, namanya program iya anak"" tumbuh sehat dulu, terkadang org memikirkan program pribadi inginkan, pondasinya",171.0,27.0,116,16
2026-03-24T02:41:10.000Z,duuh ini org km tau gak mbg d rumaku di buang2 krn makanan nya setiap hari sm hanya kacang2an dan buah jeruk hijau yg asem banget sm telor dan salak,0,,tiktok,False,duuh org tau tidak makan bergizi gratis d rumaku buang makanan nya kacang an buah jeruk hijau asem telor salak,duuh ini org kamu tau tidak makan bergizi gratis d rumaku di buang karena makanan nya setiap hari sama hanya kacang an dan buah jeruk hijau yg asem banget sama telor dan salak,duuh org tau tidak makan bergizi gratis d rumaku buang makanan nya kacang an buah jeruk hijau asem telor salak,148.0,30.0,110,20
2026-03-22T13:45:47.000Z,"iya sebenarnya itu g salah jga
tapi dana yg di keluarkan untuk program itu sangat lah besar, syg lah
mending ke program yg lain atau program teknologi biar maju ini negara",9,,tiktok,False,"iya tidak salah jga dana keluarkan program besar, syg mending program program teknologi biar maju negara","iya sebenarnya itu tidak salah jga tapi dana yg di keluarkan untuk program itu sangat lah besar, syg lah mending ke program yg lain atau program teknologi biar maju ini negara","iya tidak salah jga dana keluarkan program besar, syg mending program program teknologi biar maju negara",171.0,31.0,104,16
2026-03-24T00:27:22.000Z,siapa yang buat teknologinya?.. kamu bisa. enggak kan?.. tujuan prabowo itu mencerdaskan anak bangsa agar kedepannya indonesia di penuhi orang yang sehat dan cerdas. dan itu tidak instan. harus dimulai sejak dini,0,,tiktok,False,teknologinya?.. bisa. kan. tujuan prabowo mencerdaskan anak bangsa kedepannya indonesia penuhi orang sehat cerdas. tidak instan.,siapa yang buat teknologinya?.. kamu bisa. enggak kan. tujuan prabowo itu mencerdaskan anak bangsa agar kedepannya indonesia di penuhi orang yang sehat dan cerdas. dan itu tidak instan. harus dimulai sejak dini,teknologinya?.. bisa. kan. tujuan prabowo mencerdaskan anak bangsa kedepannya indonesia penuhi orang sehat cerdas. tidak instan.,212.0,32.0,128,16
2026-03-22T13:52:14.000Z,"Bung kenapa bisa anggaran besar karna makan bung, tanya aja ke organisasi manapun bagian konsumsi atau makan pasti anggaranya paling gede, contoh budget 50 juta buat nikahan pasti yang 30 juta bisa buat makanan undangan yang hadir",2,,tiktok,False,"anggaran makan bung, organisasi manapun konsumsi makan anggaranya gede, contoh budget juta nikahan juta makanan undangan hadir","bung kenapa bisa anggaran besar karena makan bung, tanya aja ke organisasi manapun bagian konsumsi atau makan pasti anggaranya paling gede, contoh budget juta buat nikahan pasti yang juta bisa buat makanan undangan yang hadir","anggaran makan bung, organisasi manapun konsumsi makan anggaranya gede, contoh budget juta nikahan juta makanan undangan hadir",230.0,37.0,126,17
2026-03-22T14:43:15.000Z,kayak kagak tau aje lu ini Indonesia bung dana kecil saja di korup sama kpala daerahnya apalagi dana besar,0,,tiktok,False,kayak kagak tau aje lu indonesia dana korup kpala daerahnya dana,kayak kagak tau aje lu ini indonesia bung dana kecil saja di korup sama kpala daerahnya apalagi dana besar,kayak kagak tau aje lu indonesia dana korup kpala daerahnya dana,106.0,19.0,64,11
2026-03-22T13:52:46.000Z,"nah Lo kurang literasi, di desa Lo ada sppg butuh karyawan brp? membuka lapangan pekerjaan kan, sppg beli bahan"" masakan di petani atau penjual ayam dll. Otomatis membantu ekonomi, jadi itu membuat sebuah ekosistem ekonomi baru jadi ga cuman ngasih ke anak aja efeknya banyak",6,,tiktok,False,"lo literasi, desa lo sppg butuh karyawan membuka lapangan pekerjaan kan, sppg beli bahan"" masakan petani penjual ayam dll. otomatis membantu ekonomi, ekosistem ekonomi tidak cuman ngasih anak efeknya","nah lo kurang literasi, di desa lo ada sppg butuh karyawan berapa membuka lapangan pekerjaan kan, sppg beli bahan"" masakan di petani atau penjual ayam dll. otomatis membantu ekonomi, jadi itu membuat sebuah ekosistem ekonomi baru jadi tidak cuman ngasih ke anak aja efeknya banyak","lo literasi, desa lo sppg butuh karyawan membuka lapangan pekerjaan kan, sppg beli bahan"" masakan petani penjual ayam dll. otomatis membantu ekonomi, ekosistem ekonomi tidak cuman ngasih anak efeknya",275.0,45.0,199,29
2026-03-22T23:38:26.000Z,"sebenarnya pak Prabowo bener2 orang baik beliau ingin anak Indonesia sehat dan cerdas ,, pertumbuhan bagus ga kontet aja 😩anak desa kebanyakan lambat pertumbuhan 😩kontet2 umur tua😩😩",2,,tiktok,False,"prabowo bener orang baik beliau anak indonesia sehat cerdas ,, pertumbuhan bagus tidak kontet anak desa kebanyakan lambat pertumbuhan kontet umur tua","sebenarnya pak prabowo bener orang baik beliau ingin anak indonesia sehat dan cerdas ,, pertumbuhan bagus tidak kontet aja anak desa kebanyakan lambat pertumbuhan kontet umur tua","prabowo bener orang baik beliau anak indonesia sehat cerdas ,, pertumbuhan bagus tidak kontet anak desa kebanyakan lambat pertumbuhan kontet umur tua",181.0,27.0,149,22
2026-04-10T01:24:11.000Z,keracunan yg ada,0,,tiktok,False,keracunan,keracunan yg ada,keracunan,16.0,3.0,9,1
2026-03-22T15:05:35.000Z,spill dg sehari makan itu . gua yakin g bakal gizi anak bagus..,3,,tiktok,False,spill sehari makan . gua tidak gizi anak bagus..,spill dengan sehari makan itu . gua yakin tidak bakal gizi anak bagus..,spill sehari makan . gua tidak gizi anak bagus..,63.0,13.0,48,9
2026-03-23T02:27:45.000Z,tumbuh sehat dgn snack 2ribuan roti 2ribuan?,0,,tiktok,False,tumbuh sehat snack ribuan roti ribuan?,tumbuh sehat dengan snack ribuan roti ribuan?,tumbuh sehat snack ribuan roti ribuan?,44.0,7.0,38,6
2026-03-22T18:23:48.000Z,"Ada disuatu negara ntah negara mana kayaknya di laneofdown wakil pemimpinya makan nya harusnya sih ya bergizi terus tapi ga pinter, ditanya rakyat A jwabanya Z ga nyambung",3,,tiktok,False,"disuatu negara ntah negara kayaknya laneofdown wakil pemimpinya makan nya iya bergizi tidak pinter, rakyat a jwabanya z tidak nyambung","ada disuatu negara ntah negara mana kayaknya di laneofdown wakil pemimpinya makan nya harusnya sih iya bergizi terus tapi tidak pinter, ditanya rakyat a jwabanya z tidak nyambung","disuatu negara ntah negara kayaknya laneofdown wakil pemimpinya makan nya iya bergizi tidak pinter, rakyat a jwabanya z tidak nyambung",171.0,28.0,134,20
2026-03-22T18:07:56.000Z,bnyk bljar lg mister kocak,3,,tiktok,False,bnyk bljar mister kocak,bnyk bljar lg mister kocak,bnyk bljar mister kocak,26.0,5.0,23,4
2026-03-24T00:25:39.000Z,justru elu yang kocak.. kalau mau kuat bangun dulu pondasinya yang kuat,0,,tiktok,False,elu kocak.. kuat bangun pondasinya kuat,justru elu yang kocak.. kalau mau kuat bangun dulu pondasinya yang kuat,elu kocak.. kuat bangun pondasinya kuat,71.0,12.0,39,6
2026-03-23T23:02:29.000Z,"aslinya harusnya org tuanya yg menjaga kesehatan anak nya, bagaimana cara anak keturunannya gizinya terpenuhi,
dan pemerintah harus membuka lapangan pekerja,an SE luas2 nya supaya rakyat indonesia tidak nganggur",0,,tiktok,False,"aslinya org tuanya menjaga kesehatan anak nya, anak keturunannya gizinya terpenuhi, pemerintah membuka lapangan pekerja,an luas nya rakyat indonesia tidak nganggur","aslinya harusnya org tuanya yg menjaga kesehatan anak nya, bagaimana cara anak keturunannya gizinya terpenuhi, dan pemerintah harus membuka lapangan pekerja,an se luas nya supaya rakyat indonesia tidak nganggur","aslinya org tuanya menjaga kesehatan anak nya, anak keturunannya gizinya terpenuhi, pemerintah membuka lapangan pekerja,an luas nya rakyat indonesia tidak nganggur",211.0,29.0,163,21
2026-03-23T02:34:20.000Z,wkwk masak lebih layak makanan program posyandu pdhl anggranny cma 5ribu per anak,0,,tiktok,False,wkwk masak layak makanan program posyandu pdhl anggranny cma ribu anak,wkwk masak lebih layak makanan program posyandu pdhl anggranny cma ribu per anak,wkwk masak layak makanan program posyandu pdhl anggranny cma ribu anak,81.0,13.0,70,11
2026-03-24T03:06:59.000Z,"posyandu biasanya ada donatur entah itu dari kadarnya sendiri atau dari warga. krn sy waktu jd kader, jg ada yg selalu jd donatur , entah itu berupa uang atau kasih makanan dan susu. kl ngandalkan 5rb tok ya ngk cukup lah kasih segitu banyak anak2 yg nimbang k posyandu",0,,tiktok,False,"posyandu donatur kadarnya warga. jd kader, jd donatur , uang kasih makanan susu. kl ngandalkan rb tok iya ngk kasih segitu anak nimbang k posyandu","posyandu biasanya ada donatur entah itu dari kadarnya sendiri atau dari warga. karena saya waktu jd kader, juga ada yg selalu jd donatur , entah itu berupa uang atau kasih makanan dan susu. kl ngandalkan rb tok iya ngk cukup lah kasih segitu banyak anak yg nimbang k posyandu","posyandu donatur kadarnya warga. jd kader, jd donatur , uang kasih makanan susu. kl ngandalkan rb tok iya ngk kasih segitu anak nimbang k posyandu",269.0,49.0,146,25
2026-03-22T22:09:46.000Z,tumbuh sehat dgn buah kelapa & lele mentah ? 😅,1,,tiktok,False,tumbuh sehat buah kelapa & lele mentah ?,tumbuh sehat dengan buah kelapa & lele mentah ?,tumbuh sehat buah kelapa & lele mentah ?,46.0,10.0,40,8
2026-03-24T10:20:11.000Z,"iya awalnya bagus, tp kalo program anti kritik yaa kemungkinannya ada yg kurang beres",2,,tiktok,False,"iya bagus, program anti kritik yaa beres","iya awalnya bagus, tapi kalau program anti kritik yaa kemungkinannya ada yg kurang beres","iya bagus, program anti kritik yaa beres",85.0,14.0,40,7
2026-03-25T00:12:50.000Z,"berarti kan pengawasane sangat lemah bos,dan itu sampe sekarang belum diperketat,semisal kasus keracunan,belum ada satupun yg dijadikan tersangka,padahal kalau ada warung atau catering yg pelanggane keracunan,siap2 besok sibuk ke kantor instansi coklat 😁",2,,tiktok,False,"pengawasane lemah bos,dan sampe diperketat,semisal keracunan,belum satupun dijadikan tersangka,padahal warung catering pelanggane keracunan,siap besok sibuk kantor instansi coklat","berarti kan pengawasane sangat lemah bos,dan itu sampe sekarang belum diperketat,semisal kasus keracunan,belum ada satupun yg dijadikan tersangka,padahal kalau ada warung atau catering yg pelanggane keracunan,siap besok sibuk ke kantor instansi coklat","pengawasane lemah bos,dan sampe diperketat,semisal keracunan,belum satupun dijadikan tersangka,padahal warung catering pelanggane keracunan,siap besok sibuk kantor instansi coklat",254.0,33.0,179,18
2026-03-25T19:59:01.000Z,"ngk ada program yg instan kyk sulap,contoh BPJS,dulu dikecam, sekarang banyak yg menerima manfaatnya,walau ngk sempurna dan pastinada celahnya,come on jadi rakyat yg cerdas,jgn mudah temakan propaganda anjing anjing joshshoros",0,,tiktok,False,"ngk program instan kyk sulap,contoh bpjs,dulu dikecam, menerima manfaatnya,walau ngk sempurna pastinada celahnya,come on rakyat cerdas,jgn mudah temakan propaganda anjing anjing joshshoros","ngk ada program yg instan kyk sulap,contoh bpjs,dulu dikecam, sekarang banyak yg menerima manfaatnya,walau ngk sempurna dan pastinada celahnya,come on jadi rakyat yg cerdas,jgn mudah temakan propaganda anjing anjing joshshoros","ngk program instan kyk sulap,contoh bpjs,dulu dikecam, menerima manfaatnya,walau ngk sempurna pastinada celahnya,come on rakyat cerdas,jgn mudah temakan propaganda anjing anjing joshshoros",226.0,30.0,188,22
2026-03-23T02:06:50.000Z,mana ada anggaran 350 Triliun untuk makan makan aja gak masuk akal,13,,tiktok,False,anggaran triliun makan makan tidak masuk akal,mana ada anggaran triliun untuk makan makan aja tidak masuk akal,anggaran triliun makan makan tidak masuk akal,66.0,12.0,45,7
2026-03-23T02:13:06.000Z,"sy g membhas anggaran ny yg sy bhas adalah program beliau dan pelaksanaan di lapangan yg jauh dari kata makan bergizi,itu yg bnyak di sorot oleh para aktivis,ibu ibu dn pengamat gizi di indonesia.",6,,tiktok,False,"tidak membhas anggaran ny bhas program beliau pelaksanaan lapangan makan bergizi,itu bnyak sorot aktivis,ibu dn pengamat gizi indonesia.","saya tidak membhas anggaran ny yg saya bhas adalah program beliau dan pelaksanaan di lapangan yg jauh dari kata makan bergizi,itu yg bnyak di sorot oleh para aktivis,ibu ibu dn pengamat gizi di indonesia.","tidak membhas anggaran ny bhas program beliau pelaksanaan lapangan makan bergizi,itu bnyak sorot aktivis,ibu dn pengamat gizi indonesia.",196.0,34.0,136,18
2026-03-23T02:14:28.000Z,Anggaran juga bermasalah banyak anggaran dipotong untuk MBG,1,,tiktok,False,anggaran bermasalah anggaran dipotong makan bergizi gratis,anggaran juga bermasalah banyak anggaran dipotong untuk makan bergizi gratis,anggaran bermasalah anggaran dipotong makan bergizi gratis,59.0,8.0,58,7
2026-03-23T02:45:01.000Z,YA BERHUBUNGAN SM ANGGARAN DONGG JGN PANGKAS ANGGARAN YG LAIN GR2 MBG..INTINYA,1,,tiktok,False,iya berhubungan anggaran dongg jangan pangkas anggaran gr mbg..intinya,iya berhubungan sama anggaran dongg jangan pangkas anggaran yg lain gr mbg..intinya,iya berhubungan anggaran dongg jangan pangkas anggaran gr mbg..intinya,78.0,12.0,70,9
